Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
490,Salk School of Science,86486,Manhattan,EAST 19th STREET,1st AVENUE,2nd AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:45,15:00,08:45,15:00,15:00,15:00,08:45,15:00,08:45,15:00,,,,,2021-09-13T00:00:00,755.666793759,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98270394225777 40.735448368631644, -73.9820916519687 40.73519333853112, -73.98202758994647 40.73516550375424, -73.98031752586216 40.73444501584445))"
491,Community League of the Heights,86517,Manhattan,WEST 159th STREET,BROADWAY,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,869.122113671,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.94112106640634 40.834130326009706, -73.94310376184316 40.83496189306506, -73.9432465053595 40.83502175891906, -73.94387052103295 40.83528346518269))"
492,NYCDOT,86645,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,249.16213252,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.98076062946329 40.725694128303914, -73.98061056415699 40.72590706545916, -73.98053097978696 40.726019994795394, -73.98033586567486 40.7262968556061))"
493,"HUB-Third Avenue Merchants District Management Association, Inc.",86727,Bronx,WILLIS AVENUE,EAST 147th STREET,EAST 148th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,2021-04-16T00:00:00,258.654801529,11/28/2021 12:00:00 AM,,"MULTILINESTRING ((-73.91874546160203 40.81478371711408, -73.91863470286789 40.814923248550116, -73.91857382531165 40.814999940573685, -73.9182628837909 40.81539165311289))"
494,Community League of the Heights,86884,Manhattan,WEST 164th STREET,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,573.977824696,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.93702640833455 40.83648551316908, -73.93794924885376 40.83687206777514, -73.9380076514109 40.836896531385676, -73.93808906329966 40.83693063180039, -73.93815099783022 40.83695657494466, -73.93821055372942 40.8369815199343, -73.93832122589274 40.837027876271904, -73.93884276871681 40.83724632749041))"
495,Boerum Hill Association,87112,Brooklyn,WYCKOFF STREET,HOYT STREET,4th AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,10:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,461.849304553,10/09/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98437698759714 40.68355895698759, -73.98422434040424 40.68349954815745, -73.98415689038382 40.68347329520812, -73.98409080065136 40.68344757461109, -73.98401795119656 40.68341922083459, -73.98396408238224 40.68339825477474, -73.98391413225467 40.68337881470842, -73.98289431149719 40.682981886689284))"
496,Columbus Amsterdam Business Improvement District,87344,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,264.831371952,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.96758205118945 40.797883609891834, -73.96747965582003 40.79802366638578, -73.96742610312246 40.79809801092754, -73.9673780949576 40.798164662243074, -73.96730047916304 40.79827241835553, -73.96725399091068 40.7983369574766, -73.96720736146179 40.79840169014553, -73.96712307616556 40.79852133983715))"
497,Columbus Amsterdam Business Improvement District,87346,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,251.978955687,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.96847917019065 40.7966598363371, -73.96827729240285 40.79693917634824, -73.96819999744031 40.79704613082936, -73.9680410693579 40.79726604025947))"
498,The Children's Workshop School,87403,Manhattan,EAST 12 STREET,AVENUE B,AVENUE C,approvedFull,"mon,tue,wed,thu,fri",08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,2021-09-17T00:00:00,751.643520029,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.97900150245239 40.7281222670328, -73.97780231049235 40.72760591361106, -73.9776885619719 40.72755693365612, -73.97756331203563 40.727503002150655, -73.97730532102686 40.727391912530834, -73.97664143225467 40.72710603745547))"
499,"The Angiuli Group, LLC",84885,StatenIsland,MINTHORNE STREET,VICTORY BOULEVARD,BAY STREET,approvedFull,"fri,sat",,,,,,,,,16:30,23:00,12:00,23:00,,,2021-05-15T00:00:00,570.653871694,10/02/2021 12:00:00 AM,,"MULTILINESTRING ((-74.07529508571673 40.63780173567592, -74.07533201991976 40.63765533117828, -74.07556358757134 40.63676087620554, -74.07618242040989 40.63657827568353))"
500,Meatpacking District Management Association,85570,Manhattan,9th AVENUE,WEST 15 STREET,WEST 14th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-04-02T00:00:00,288.368092085,01/03/2022 12:00:00 AM,,"MULTILINESTRING ((-74.00544504806146 40.74099866450466, -74.00539194461422 40.74107231409276, -74.0051617826391 40.741387649870944, -74.00494049845547 40.74169090629114))"
501,Staten Island Justice Center,85636,StatenIsland,HILL STREET,WARREN STREET,TOMPKINS AVENUE,approvedFull,thu,,,,,,,11:00,17:00,,,,,,,2021-07-15T00:00:00,1092.95877781,08/26/2021 12:00:00 AM,,"MULTILINESTRING ((-74.07825924715793 40.62199689937847, -74.07945917313954 40.62162340110683, -74.07980798988787 40.62151186049865, -74.07995573837819 40.62146461376226, -74.08037294524787 40.62133120062619, -74.0805686930269 40.621268605273215, -74.08084694684 40.62117962396176, -74.08102685050149 40.62112209269217, -74.08189429994273 40.62084469028401))"
502,UES Mutual Aid Network,86090,Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-06-01T00:00:00,265.300828836,07/01/2025 12:00:00 AM,,"MULTILINESTRING ((-73.94619760226978 40.7730016038147, -73.94596704686057 40.773315935460865, -73.945925928114 40.77337199591137, -73.94573116358424 40.773637613129274))"
503,The W103 Open Streets Community Coalition,86532,Manhattan,WEST 103 STREET,RIVERSIDE DRIVE,BROADWAY,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-03-30T00:00:00,417.86070808,03/30/2022 12:00:00 AM,,"MULTILINESTRING ((-73.96864673825333 40.79916237159536, -73.96902069555597 40.799319751238116, -73.9692698027627 40.79942458742493, -73.96948060013159 40.79951136962788, -73.9699670289338 40.7997180071164))"
504,Kesher Bridging Communites,89701,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,178.091824948,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.7423098878697 40.60294136058157, -73.74237186302099 40.60294272513888, -73.74270471717367 40.60330414138043))"
505,SWOS,89876,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,261.999384835,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91374723624037 40.74894369687579, -73.91314372785688 40.748873319032725, -73.91281257779114 40.74883470636447))"
506,Boerum Hill Association,89944,Brooklyn,STATE STREET,SMITH STREET,NEVINS STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,670.602167778,11/13/2021 12:00:00 AM,,"MULTILINESTRING ((-73.9887243516397 40.68926231274307, -73.98867589334229 40.68924346564148, -73.98657110328725 40.68842475715669))"
507,The École (formerly École Internationale de New York),90026,Manhattan,EAST 22nd STREET,LEXINGTON AVENUE,PARK AVENUE SOUTH,approvedFull,"mon,tue,wed,thu,fri",9:30,14:00,9:30,14:00,9:30,14:00,09:30,14:00,09:30,14:00,,,,,2021-09-01T00:00:00,489.022201206,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98677712530566 40.73950942288855, -73.98647483807228 40.73937934550267, -73.98523513296382 40.738856754807756))"
508,St. Matthias Catholic Academy,91147,Queens,CATALPA AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat",08:00,15:00,09:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,09:15,09:15,,,2021-09-08T00:00:00,542.647687473,06/29/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.9029509054392 40.701474423197446, -73.90178803963697 40.70212160062243, -73.90137114670306 40.7023536115198))"
509,The Earth School (NYCDOE 01M364),87007,Manhattan,EAST 5th STREET,AVENUE C,DEAD END,approvedFull,"mon,tue,wed,thu,fri",09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,,,,,2021-09-13T00:00:00,545.984369485,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98144010272796 40.72365010880904, -73.98113326836825 40.72351684027511, -73.98108907689854 40.723497646771094, -73.9810499685342 40.72348066123542, -73.98101294904494 40.72346458194342, -73.98097289866395 40.7234471873949, -73.98093610289047 40.7234312062706, -73.98089189851623 40.72341200638498, -73.98085419268209 40.72339562885922, -73.98081090082101 40.72337682621879, -73.98076901141222 40.72335863254068, -73.98072969136807 40.72334155320753, -73.9806905808196 40.72332456754908, -73.98065193421658 40.72330778096781, -73.98061029815987 40.723289696235994, -73.98057674529694 40.723275123038896, -73.98053669632732 40.72325772833835, -73.97972948800441 40.722907115260234))"
510,Garment District Alliance,91374,Manhattan,WEST 36 STREET,AVENUE OF THE AMERICAS,5 AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,21:00,2021-04-16T00:00:00,1022.17701425,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98362447116399 40.7497403002067, -73.9850979811275 40.75036014842322, -73.98685280006758 40.751098208795774))"
511,The Fresh Air Fund,87800,Manhattan,EAST 104th STREET,3RD AVENUE,2nd AVENUE,approvedFull,"mon,tue,wed",08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,2021-07-06T00:00:00,708.709496897,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.94563639213192 40.79026965665556, -73.94521777332459 40.79009257395703, -73.9451049112303 40.7900449684074, -73.94464812638041 40.78985229488644, -73.9445432076675 40.78980803976112, -73.94432400328878 40.78971557690227, -73.94422916300141 40.78967557312052, -73.94339884071728 40.78932532551531))"
512,West 111th Street Block Association,88739,Manhattan,AMSTERDAM AVENUE,WEST 110th STREET,WEST 111th STREET,approvedFull,"fri,sat,sun",,,,,,,,,19:00,23:00,11:00,23:00,11:00,23:00,2021-04-02T00:00:00,272.883111588,04/04/2022 12:00:00 AM,,"MULTILINESTRING ((-73.96386414403891 40.80298858968513, -73.96368235050458 40.80323854979565, -73.96339076854326 40.803645544321014))"
513,"Brooklyn New School, PS 146",88856,Brooklyn,RAPELYE STREET,HENRY STREET,HICKS STREET,approvedFull,"mon,tue,wed,thu,fri",8:00,15:00,8:00,15:00,8:00,15:00,8:00,15:00,8:00,15:00,,,,,2021-07-06T00:00:00,459.600547249,07/01/2022 12:00:00 AM,,"MULTILINESTRING ((-74.0028965272284 40.68057590956421, -74.00214118420125 40.68036286529387, -74.00134269602871 40.6801376587258))"
514,East Elmhurst Community School (PS 329Q),89081,Queens,97th STREET,ASTORIA BOULEVARD,31st AVENUE,approvedFull,"mon,tue,wed,thu,fri",12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,,,,,2021-09-13T00:00:00,499.303808321,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.8724558809127 40.76207512266577, -73.87228519318344 40.76171864855558, -73.87207913545066 40.76074001516529))"
515,NYCDOT,91008,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,707.734079893,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83488936226439 40.727591059807025, -73.83494586544495 40.72755043053175, -73.83505938458521 40.72749290648896, -73.83518616860252 40.72745051188898, -73.8353206993617 40.72742554410351, -73.83545680688877 40.72741872370229, -73.83558851693589 40.72742916955486, -73.83571088594259 40.727454684581055, -73.83728764430087 40.72786544817148))"
516,NYCDOT,91973,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1211.24005284,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83559658847363 40.73228113045681, -73.83473107316524 40.73051787332195, -73.83409348284043 40.729159484908806))"
517,Kesher Bridging Communites,93723,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,288.296720689,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.74419708231768 40.60495996384566, -73.74469337651537 40.60550996575733, -73.74469169558584 40.60563375730224))"
518,Community League of the Heights,94164,Manhattan,WEST 164th STREET,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,364.866791694,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.93884276871681 40.83724632749041, -73.93894711861175 40.837290131474354, -73.93999681906632 40.83773076905157))"
519,NYCDOT,95058,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1261.23245176,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.84390507343527 40.73446921897725, -73.8440147420263 40.73473637405617, -73.84415247330502 40.735084491284226, -73.84427140592643 40.73543691255874, -73.84437119006238 40.73579275946827, -73.84445162511763 40.73615111687408, -73.8445125720212 40.73651107961715, -73.8445461961596 40.73685464137658, -73.84455811751901 40.737199831655566, -73.84454817163194 40.73754545166138, -73.84451792075478 40.73787329700466))"
520,Union Square Cafe,95234,Manhattan,EAST 19th STREET,IRVING PLACE,PARK AVENUE SOUTH,approvedFull,"mon,tue,wed,thu,fri,sat,sun",11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,10:00,23:00,10:00,23:00,2021-04-18T00:00:00,495.903583559,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98810877327273 40.73771838548338, -73.98760934237028 40.737514347129505, -73.98653788828618 40.73706653314464))"
521,Bridge Street Development Corporation,91519,Brooklyn,TOMPKINS AVENUE,GATES AVENUE,HALSEY STREET,approvedFull,sun,,,,,,,,,,,,,10:00,20:00,2021-05-02T00:00:00,270.0845594,10/03/2021 12:00:00 AM,,"MULTILINESTRING ((-73.94403950170951 40.68398898860361, -73.94396261242106 40.68360163909299, -73.94389400368368 40.6832559891649))"
522,Hudson Square Business Improvement District,93343,Manhattan,LITTLE 6TH AVENUE,SPRING STREET,BROOME STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",09:00,17:00,09:00,17:00,09:00,17:00,09:00,23:00,09:00,23:00,09:00,23:00,09:00,23:00,2021-03-31T00:00:00,235.72115283,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00474237490147 40.72428354525507, -74.00473260630494 40.72435091006197, -74.00464911398774 40.72492664060101))"
523,UES Mutual Aid Network,93875,Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-06-01T00:00:00,259.928772013,07/01/2025 12:00:00 AM,,"MULTILINESTRING ((-73.94382099857619 40.77625377379357, -73.94371595633066 40.776404103807884, -73.94338192912787 40.776884316993645))"
524,Pine Street School,94044,Manhattan,NASSAU STREET,WALL STREET,PINE STREET,approvedFull,"mon,tue,wed,thu,fri",08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,,,,,2021-09-08T00:00:00,256.362314046,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.01067918669838 40.70713287980173, -74.01068910264944 40.70721111441402, -74.01020270069809 40.707714789375984))"
525,NYCDOT,94495,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1027.89440207,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83793112268593 40.738150602180106, -73.83796078916716 40.73814216112838, -73.83798822918016 40.738130127507226, -73.83801269489112 40.738114827151165, -73.83803352231021 40.738096674263055, -73.83805014195956 40.73807616602553, -73.83806210497801 40.738053858324044, -73.83806908313838 40.73803035854215, -73.83807088902098 40.73800630577876, -73.8380674725009 40.737982354633814, -73.83805892671467 40.737959155405505, -73.8379847400831 40.73784682239902, -73.83791872252243 40.73773157508539, -73.83786107560373 40.7376137586574, -73.83781196891107 40.737493725465555, -73.83777155188972 40.73737183143237, -73.83773993962716 40.737248441435376, -73.83771722944329 40.73712392302681, -73.8377034902341 40.736998647318835, -73.83769876129307 40.736872987181, -73.83770305704266 40.73674731904769, -73.83771636350124 40.73662201570916, -73.8377386430041 40.73649745262172, -73.83776982712043 40.73637399979329, -73.83780982493253 40.73625202539697, -73.83785851593767 40.73613189396049, -73.83792522899698 40.73599799026067, -73.83796128256529 40.73591314096246, -73.83797657605034 40.735821436584196, -73.83796850569145 40.73572748407892, -73.83793685894413 40.735636452967555, -73.8378839881736 40.73555322460223, -73.83781431555758 40.73548150897767))"
526,Hudson Square Business Improvement District,95677,Manhattan,LITTLE 6TH AVENUE,SPRING STREET,BROOME STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",09:00,17:00,09:00,17:00,09:00,17:00,09:00,23:00,09:00,23:00,09:00,23:00,09:00,23:00,2021-03-31T00:00:00,237.779206532,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00464911398774 40.72492664060101, -74.00457312579655 40.725449464018, -74.0045548325161 40.72557533342084))"
527,NYCDOT,96489,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,96.8758026098,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.84378297003364 40.734220069713956, -73.84384013520047 40.734335513328865, -73.84390507343527 40.73446921897725))"
528,NYCDOT,97205,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,329.411316669,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83440142789657 40.72840849634889, -73.83477284882744 40.72769647934321, -73.8348496253674 40.727619631853045, -73.83488936226439 40.727591059807025))"
529,Van Duzer St Area Civic Association Inc,97231,StatenIsland,WATER STREET,CANAL STREET,BAY STREET,approvedFull,sat,,,,,,,,,,,11:00,17:00,,,2021-09-04T00:00:00,429.934818572,10/02/2021 12:00:00 AM,no,"MULTILINESTRING ((-74.07638336837448 40.627154326500154, -74.07766462550693 40.627012860858095, -74.07790375713846 40.626947159196895))"
530,259 E Broadway LLC (Ernesto’s NYC),99397,Manhattan,MONTGOMERY STREET,HENRY STREET,EAST BROADWAY,approvedFull,"fri,sat,sun",,,,,,,,,10:00,00:00,10:00,00:00,10:00,00:00,2021-06-21T00:00:00,267.88919013,06/30/2022 12:00:00 AM,,"MULTILINESTRING ((-73.98534692902162 40.7144780933234, -73.98524618244919 40.71386219333539, -73.98511694959707 40.71380326529658))"
531,Pharos Academy Charter School,95805,Bronx,ROGERS PLACE,EAST 165th STREET,WESTCHESTER AVENUE,approvedFull,"mon,tue,wed,thu,fri",11:30,13:00,11:30,13:00,11:30,13:00,11:30,13:00,11:30,13:00,,,,,2021-09-09T00:00:00,879.138269136,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.8978660601059 40.82161431490332, -73.89782844382236 40.823377336996934, -73.89781397534614 40.82346645532357, -73.89778009090722 40.82355558345268, -73.89772659095463 40.82364107507989, -73.89765487275349 40.82371925559157, -73.89756782877618 40.82378698569116, -73.89746949649312 40.823841998782605, -73.89736445338224 40.823883175992364))"
532,NYCDOT,95832,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,613.032612791,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.84451792075478 40.73787329700466, -73.84451634907178 40.737890321708974, -73.84446281810393 40.73823321731578, -73.84438785459194 40.73857297716829, -73.84362865240513 40.73935948987251))"
