Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
302,Frederick Douglass Boulevard Alliance,21688,Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,2021-06-25T00:00:00,282.031428652,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.95537133270348 40.804436417619954, -73.95487738541227 40.805113436448764))"
303,Saint Bernard Catholic Academy,23231,Brooklyn,EAST 69th STREET,VETERANS AVENUE,AVENUE U,approvedFull,"mon,tue,wed,thu,fri",08:30,14:00,08:30,14:00,08:30,14:00,08:30,14:00,08:30,14:00,,,,,2021-09-20T00:00:00,531.029428606,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.91017056550524 40.620003150586754, -73.90893054009202 40.61889334523354))"
304,Forest Elementary School 24Q071,27607,Queens,60th STREET,BLEECKER STREET,METROPOLITAN AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:30,13:30,10:30,13:30,10:30,13:30,10:30,13:30,10:30,13:30,,,,,2021-09-20T00:00:00,714.230211904,06/28/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.90489732811201 40.71287333422031, -73.9040555954617 40.71102052697072))"
305,Friends of Saratoga Park Bed-Stuy + LLTCRN,24535,Brooklyn,HOWARD AVENUE,MACON STREET,HALSEY STREET,approvedFull,fri,,,,,,,,,09:00,17:00,,,,,2021-05-28T00:00:00,270.456519229,12/17/2021 12:00:00 AM,,"MULTILINESTRING ((-73.92045038544713 40.685201582894614, -73.9203065046975 40.68446736602858))"
306,The Fresh Air Fund,24560,Brooklyn,DUMONT AVENUE,THOMAS S BOYLAND STREET,STRAUSS STREET,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,259.973114834,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.91492000005267 40.66327170818085, -73.91400043824126 40.66340898357369))"
307,The Fresh Air Fund,24644,Brooklyn,DUMONT AVENUE,THOMAS S BOYLAND STREET,STRAUSS STREET,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,260.255583332,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.91400043824126 40.66340898357369, -73.91307988847599 40.66354645888921))"
308,The Fresh Air Fund,24655,Brooklyn,DUMONT AVENUE,THOMAS S BOYLAND STREET,STRAUSS STREET,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,270.103989571,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.91307988847599 40.66354645888921, -73.91212437302558 40.66368863505117))"
309,Bedford Stuyvesant New Beginnings Charter School,24844,Brooklyn,HART STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,,,,,2021-08-30T00:00:00,819.935626409,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.94026834013316 40.69416490785346, -73.93734478635716 40.69450148620492))"
310,Sharon Street Block Association,25005,Brooklyn,SHARON STREET,OLIVE STREET,MORGAN AVENUE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-03-31T00:00:00,855.752080228,03/28/2022 12:00:00 AM,,"MULTILINESTRING ((-73.9386986024583 40.715340110300126, -73.9356165933466 40.71520744871978))"
311,Grattan Street Merchant Group,25081,Brooklyn,GRATTAN STREET,BOGART STREET,MORGAN AVENUE,approvedLimited,sun,,,,,,,,,,,,,10:00,20:00,2021-05-02T00:00:00,459.411114743,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((-73.93332274709664 40.70540954168765, -73.93170240256329 40.70567324315119))"
312,Arley Marks,25439,Brooklyn,RANDOLPH STREET,SCOTT AVENUE,GARDNER AVENUE,approvedFull,"thu,fri,sat,sun",,,,,,,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,2021-04-15T00:00:00,469.689712745,12/01/2021 12:00:00 AM,,"MULTILINESTRING ((-73.92453948526875 40.70994502214774, -73.92293538854076 40.71035978864249))"
313,PS 376,25499,Brooklyn,HARMAN STREET,MYRTLE AVENUE,WILSON AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,,,,,2021-09-27T00:00:00,320.534834751,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.92082681579437 40.697934169979455, -73.92013403495068 40.698638459704824))"
314,NYCDOE PS 151K Lyndon Baines Johnson  Elementary School,25791,Brooklyn,WEIRFIELD STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,approvedFull,"mon,tue,wed,thu,fri",11:00,13:45,11:00,13:45,11:00,13:45,11:00,13:45,09:15,13:45,,,,,2021-09-20T00:00:00,720.542455491,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.90885566642005 40.69342094543197, -73.90729800611842 40.69500390254717))"
315,Isabahlia Ladies of Elegance Foundation,26624,Brooklyn,LIVONIA AVENUE,POWELL STREET,JUNIUS STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,08:00,20:00,8:00,20:00,2021-05-15T00:00:00,261.579511528,11/27/2021 12:00:00 AM,,"MULTILINESTRING ((-73.90237834661883 40.663533399647356, -73.90145397028229 40.66367486524407))"
316,Poppa & Momma Jones' Historic Community Garden,26927,Brooklyn,VAN SICLEN AVENUE,PITKIN AVENUE,GLENMORE AVENUE,approvedLimited,"thu,fri,sat",,,,,,,12:00,15:00,12:00,15:00,12:00,15:00,,,2021-05-27T00:00:00,470.043032985,10/30/2021 12:00:00 AM,,"MULTILINESTRING ((-73.89064239296772 40.673999856104416, -73.89031859060708 40.67273346748138))"
317,Sacred Heart Catholic Academy,28222,Queens,78th Street,77th AVENUE,78th AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,2021-09-13T00:00:00,721.546526843,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.87321732981313 40.70653585197646, -73.8724459597379 40.70464437277196))"
318,New York City Department of Education / Ezra Jack Keats Pre-K Center,31714,Queens,83rd DRIVE,KEW GARDENS ROAD,TALBOT STREET,approvedFull,"mon,tue,wed,thu,fri",09:00,14:00,09:00,14:00,09:00,14:00,09:00,12:00,09:00,12:00,,,,,2021-10-04T00:00:00,414.677772498,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.82836378478603 40.70928067738696, -73.8272173929463 40.71001175387397))"
319,Kesher Bridging Communites,35136,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,253.754869528,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.73857822371649 40.59969923297433, -73.73915397786536 40.60024009254182))"
320,Kesher Bridging Communites,35144,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,233.007549585,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.7397253424326 40.600770726364466, -73.74030149184098 40.60123568372275))"
321,Kesher Bridging Communites,35146,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,250.096973218,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.73915397786536 40.60024009254182, -73.7397253424326 40.600770726364466))"
322,Cynthia Jenkins School - PS37Q,35645,Queens,136th AVENUE,DENIS STREET,BELKNAP STREET,approvedFull,"mon,tue,wed,thu,fri",10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,2021-09-13T00:00:00,347.296848993,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.75944456628224 40.676352620554894, -73.75834095374995 40.676802854363466))"
323,Kesher Bridging Communites,35115,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,41.2090194182,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.74222396947995 40.602849135040834, -73.7423098878697 40.60294136058157))"
324,Kesher Bridging Communites,35116,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,238.379928947,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.7417319648817 40.60231295584772, -73.74222396947995 40.602849135040834))"
325,Kesher Bridging Communites,35139,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,352.914014558,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.74089259450858 40.60160151492216, -73.74106518281361 40.60169313621205, -73.74122742290713 40.60179727827145, -73.74137701156826 40.601912863433995, -73.74151198238826 40.60203847620141, -73.74163069950953 40.60217245417816, -73.7417319648817 40.60231295584772))"
326,Kesher Bridging Communites,35142,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,211.440721802,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.74030149184098 40.60123568372275, -73.74089259450858 40.60160151492216))"
327,NYCDOT,37692,Brooklyn,DRIGGS AVENUE,MEEKER AVENUE,MONITOR STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-14T00:00:00,265.285981753,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.94032542931929 40.72347037648728, -73.94127534906892 40.72338148929175))"
328,SWOS,38569,Queens,SKILLMAN AVENUE,43rd STREET,39th PLACE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-28T00:00:00,260.297991716,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.92451318980056 40.74733708631669, -73.92358427625564 40.74723053907451))"
329,SWOS,38571,Queens,SKILLMAN AVENUE,43rd STREET,39th PLACE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-28T00:00:00,260.129983481,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.92358427625564 40.74723053907451, -73.92265601475358 40.747123803773086))"
330,Zenon Taverna/31st Ave Open Street Collective,38619,Queens,31 AVENUE,33rd STREET,35th STREET,approvedFull,"fri,sat,sun",,,,,,,,,09:00,23:00,08:00,23:00,08:00,23:00,2021-05-28T00:00:00,260.226449407,11/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.92188301082778 40.76359092450118, -73.921083487793 40.7632159506517))"
331,SWOS,38727,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,261.020124213,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91560238099179 40.74915936466746, -73.91467120782453 40.7490508069332))"
332,SWOS,38730,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,258.968356987,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91467120782453 40.7490508069332, -73.91374723624037 40.74894369687579))"
333,SWOS,38805,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,258.09876032,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91281257779114 40.74883470636447, -73.91189110605616 40.74873102323775))"
334,SWOS,38806,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,69.0921223951,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91189110605616 40.74873102323775, -73.91164486827692 40.74870110889156))"
335,Nino's AQ,39232,Queens,DITMARS BOULEVARD,33rd STREET,36th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,21:00,12:00,21:00,12:00,21:00,2021-03-27T00:00:00,270.050565457,03/26/2022 12:00:00 AM,,"MULTILINESTRING ((-73.90961960246707 40.77538276802529, -73.9089056010885 40.77487800499622))"
336,Global Community Charter School,39363,Manhattan,WEST 142nd STREET,CHISUM PLACE,5th AVENUE,approvedFull,"mon,tue,wed,thu",09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,2021-08-30T00:00:00,471.518331094,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.93445686578869 40.81720508648569, -73.93596313977193 40.817809569334464))"
337,KIPP NYC College Prep,39433,Bronx,EAST 146th STREET,CANAL PLACE,PARK AVENUE,approvedFull,"mon,tue,wed",07:00,16:00,07:00,16:00,07:00,16:00,,,,,,,,,2021-08-30T00:00:00,292.401093553,09/01/2021 12:00:00 AM,,"MULTILINESTRING ((-73.92622257813522 40.81677521408417, -73.92522223118094 40.81651730661805))"
338,PS 110,37681,Brooklyn,MONITOR STREET,NASSAU AVENUE,DRIGGS AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,14:00,08:30,14:00,08:30,14:00,08:30,14:00,08:30,14:00,,,,,2021-09-20T00:00:00,925.029766432,06/20/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.94222468975394 40.72328998159021, -73.94263894641743 40.72580932811736))"
339,NYCDOT,37689,Brooklyn,DRIGGS AVENUE,MEEKER AVENUE,MONITOR STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-14T00:00:00,265.245338937,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.94127534906892 40.72338148929175, -73.94222468975394 40.72328998159021))"
340,NYCDOT,37732,Brooklyn,DRIGGS AVENUE,MEEKER AVENUE,MONITOR STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-14T00:00:00,258.800145219,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.93939929343536 40.72356049305918, -73.94032542931929 40.72347037648728))"
341,NYCDOT,37738,Brooklyn,DRIGGS AVENUE,MEEKER AVENUE,MONITOR STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-14T00:00:00,134.921420756,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.93891469408972 40.72359534606288, -73.93939929343536 40.72356049305918))"
342,Blissville Civic Association,37821,Queens,37th STREET,BRADLEY AVENUE,STARR AVENUE,approvedLimited,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,20:00,2021-05-08T00:00:00,446.887195835,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.93442019320182 40.73490094659467, -73.93586839007745 40.734361495887754))"
343,SWOS,38573,Queens,SKILLMAN AVENUE,43rd STREET,39th PLACE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-28T00:00:00,260.349823222,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.92265601475358 40.747123803773086, -73.92172733456682 40.74701516153336))"
344,SWOS,38575,Queens,SKILLMAN AVENUE,43rd STREET,39th PLACE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-28T00:00:00,259.752657034,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.92172733456682 40.74701516153336, -73.92080069431493 40.74690722280417))"
345,Saint Demetrios School Of Astoria,38624,Queens,30 DRIVE,31 STREET,30 STREET,approvedFull,"mon,tue,wed,thu,fri",13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,,,,,2021-09-27T00:00:00,260.197865663,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.9235415034575 40.765620036398275, -73.92274397472504 40.76524273421906))"
346,Zenon Taverna/31st Ave Open Street Collective,38683,Queens,31 AVENUE,33rd STREET,35th STREET,approvedFull,"fri,sat,sun",,,,,,,,,09:00,23:00,08:00,23:00,08:00,23:00,2021-05-28T00:00:00,260.013665885,11/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.921083487793 40.7632159506517, -73.92028628528122 40.76283924206201))"
347,SWOS,38807,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,416.374130133,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91164486827692 40.74870110889156, -73.91016144597332 40.74851850122943))"
348,First Spanish United Methodist Church,38974,Manhattan,EAST 111th STREET,2nd AVENUE,LEXINGTON AVENUE,approvedFull,sat,,,,,,,,,,,10:00,21:00,,,2021-07-03T00:00:00,709.037124405,08/28/2021 12:00:00 AM,,"MULTILINESTRING ((-73.94235274790883 40.79477187343725, -73.94010932182525 40.79383355189069))"
349,PS 112 (District 4) NYCDOE,39060,Manhattan,EAST 119 STREET,PLEASANT AVENUE,DEAD END,approvedFull,"mon,tue,wed,thu,fri",08:00,15:00,08:00,15:00,20:00,15:00,08:00,15:00,08:00,15:00,,,,,2021-09-13T00:00:00,622.783234151,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.93174600709328 40.79700397780026, -73.92978028219324 40.79617313032014))"
350,Sushi Vida INC,40700,Manhattan,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-03-26T00:00:00,325.942070815,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.92727201605841 40.86555113703676, -73.92806056975488 40.866215941463274))"
351,Community League of the Heights,40717,Manhattan,ACADEMY STREET,BROADWAY,VERMILYEA AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,393.17947635,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.92438697355553 40.86538205355075, -73.92500707050804 40.86635312304697))"
352,Thai Community USA NYC,42424,Queens,WOODSIDE AVENUE,76 STREET,78th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,22:00,2021-05-08T00:00:00,250.630506556,11/28/2021 12:00:00 AM,,"MULTILINESTRING ((-73.88887237698704 40.74341585289816, -73.88798933381881 40.743564725824086))"
353,Nino's AQ,39233,Queens,DITMARS BOULEVARD,33rd STREET,36th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,21:00,12:00,21:00,12:00,21:00,2021-03-27T00:00:00,269.710701674,03/26/2022 12:00:00 AM,,"MULTILINESTRING ((-73.9089056010885 40.77487800499622, -73.90819225020206 40.774374084487306))"
354,"HUB-Third Avenue Merchants District Management Association, Inc.",39412,Bronx,ALEXANDER AVENUE,BRUCKNER BOULEVARD,EAST 134th STREET,approvedFull,"thu,fri,sat",,,,,,,14:00,20:00,14:00,20:00,11:00,20:00,,,2021-04-16T00:00:00,278.435890879,11/28/2021 12:00:00 AM,,"MULTILINESTRING ((-73.92749431195229 40.80685593464225, -73.927007087083 40.807524508562636))"
355,PS 43,39461,Bronx,BROWN PLACE,EAST 136th STREET,EAST 135th STREET,approvedFull,"mon,tue,wed,thu,fri",09:30,13:15,09:30,13:15,09:30,13:15,09:30,13:15,09:30,13:15,,,,,2021-09-13T00:00:00,259.179598244,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.92145149048257 40.80600525488974, -73.92099761645544 40.80662744336773))"
356,DREAM,39738,Bronx,WALES AVENUE,EAST 143rd STREET,EAST 144th STREET,approvedFull,"mon,tue,wed,thu,fri",09:00,13:30,09:00,13:30,09:00,13:30,09:00,13:30,09:00,13:30,,,,,2021-08-30T00:00:00,323.538827074,06/23/2022 12:00:00 AM,no,"MULTILINESTRING ((-73.90884000505241 40.8084255469735, -73.90853331959195 40.809282452625254))"
357,Community League of the Heights,39845,Manhattan,WEST 159th STREET,BROADWAY,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,241.267039507,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.9403629769831 40.83380323709783, -73.94112106640634 40.834130326009706))"
358,Community League of the Heights,39913,Manhattan,WEST 159th STREET,BROADWAY,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,381.551427574,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.93915774705376 40.83329455755547, -73.9403629769831 40.83380323709783))"
359,Caldwell Enrichment Program Inc,43641,Bronx,JENNINGS STREET,PROSPECT AVENUE,CHISHOLM STREET,approvedFull,"mon,tue,wed,thu,fri",11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,,,,,2021-07-06T00:00:00,228.944853704,08/20/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.89669500231511 40.831982711455886, -73.8958746642622 40.8320641610405))"
360,The Fresh Air Fund,43902,Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,2021-07-06T00:00:00,248.747167274,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.8913157457593 40.851530354879905, -73.89050202431577 40.851239915033744))"
361,Samara Community School,43934,Bronx,BRYANT AVENUE,EAST 173rd STREET,EAST 172nd STREET,approvedFull,"mon,tue,wed,thu,fri",10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,,,,,2021-09-13T00:00:00,661.125374476,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.88709765408069 40.83316846564073, -73.88611338255687 40.83482191449837))"
362,"The Mare Curie High School For Medicine, Nursing and Health Professions",44435,Bronx,WEST 231 STREET,SEDGWICK AVENUE,KINGSBRIDGE TERRACE,approvedFull,"mon,tue,wed,thu,fri",09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,,2021-09-20T00:00:00,225.883344509,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.90068360996105 40.87569317629611, -73.90133213283087 40.87607008354666))"
363,Thai Community USA NYC,42428,Queens,WOODSIDE AVENUE,76 STREET,78th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,22:00,2021-05-08T00:00:00,250.444528374,11/28/2021 12:00:00 AM,,"MULTILINESTRING ((-73.88798933381881 40.743564725824086, -73.88710126450573 40.743692450336866))"
364,NYCDOE PS89Q - The Elmhurst School,42584,Queens,GLEANE STREET,BRITTON AVENUE,ELMHURST AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:40,14:30,07:40,14:30,07:40,14:30,07:40,14:30,07:40,14:30,,,,,2021-09-20T00:00:00,614.506485324,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.8798204648278 40.746458440636346, -73.87790664833076 40.745606231686175))"
365,The Fresh Air Fund,43899,Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,2021-07-06T00:00:00,130.738499872,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.89174389792785 40.85168224726191, -73.8913157457593 40.851530354879905))"
366,The Fresh Air Fund,43905,Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,2021-07-06T00:00:00,353.054327313,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.89050202431577 40.851239915033744, -73.88933447247418 40.85084871663746))"
367,PS13Q/ Clement C Moore School,45232,Queens,94th STREET,55th AVENUE,56th AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,2021-09-13T00:00:00,340.364892906,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.86857485526663 40.73776197957578, -73.86823124123039 40.736865068308944))"
368,MS363: The Academy for Personal Leadership and Excellenc,44372,Bronx,FIELD PLACE,MORRIS AVENUE,CRESTON AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,2021-07-06T00:00:00,294.248463601,06/26/2023 12:00:00 AM,yes,"MULTILINESTRING ((-73.90116437177178 40.859365719102726, -73.90019524698772 40.85903275677215))"
369,"The Mare Curie High School For Medicine, Nursing and Health Professions",44432,Bronx,WEST 231 STREET,SEDGWICK AVENUE,KINGSBRIDGE TERRACE,approvedFull,"mon,tue,wed,thu,fri",09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,,2021-09-20T00:00:00,128.145916513,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.90133213283087 40.87607008354666, -73.90170123630367 40.876282723739095))"
